port,ship,cruise_line,passengers,arrival_date,arrival_time,departure_time,all_aboard_time,source,source_url,source_checked,notes
kristiansand,MSC Magnifica,MSC Cruises,3013,2026-08-27,12:00,20:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Queen Anne,Cunard Line,,2026-09-01,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
kristiansand,AIDAnova,AIDA,5200,2026-09-02,08:00,18:00,,Manual CSV import,,,All aboard time TBC
kristiansand,MSC Virtuosa,MSC Cruises,6334,2026-09-03,12:00,19:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Seven Seas Voyager,Regent Seven Seas,,2026-09-05,08:00,17:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Seven Seas Grandeur,Regent Seven Seas,746,2026-09-06,07:00,17:00,,Manual CSV import,,,All aboard time TBC
kristiansand,AIDAbella,AIDA,,2026-09-08,08:00,18:00,,Manual CSV import,,,All aboard time TBC
kristiansand,MSC Magnifica,MSC Cruises,3013,2026-09-10,12:00,20:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Costa Diadema,Costa Cruises,,2026-09-13,09:00,16:30,,Manual CSV import,,,All aboard time TBC
kristiansand,AIDAnova,AIDA,5200,2026-09-14,08:00,18:00,,Manual CSV import,,,All aboard time TBC
kristiansand,AIDAbella,AIDA,,2026-09-19,10:00,20:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Britannia,P&O Cruises,,2026-09-23,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
kristiansand,AIDAluna,AIDA,2050,2026-09-28,07:00,17:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Nieuw Statendam,Holland America Line,2668,2026-09-28,08:00,17:00,,Manual CSV import,,,All aboard time TBC
kristiansand,Britannia,P&O Cruises,,2026-09-30,,,,Manual CSV import,,,Arrival time TBC; Departure time TBC; All aboard time TBC
